LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,CIBIL_Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months
636,18200,18200,0.1,36,credit_card,0.08,RENT,4750,720,13,16184,2
637,20000,19875,0.13,36,debt_consolidation,0.16,MORTGAGE,9160,710,9,32392,1
638,9600,9575,0.17,60,credit_card,0.13,RENT,3333.33,695,7,13648,1
639,9000,9000,0.12,36,car,0,RENT,4833,715,6,0,1
640,35000,35000,0.18,60,debt_consolidation,0.28,RENT,8083.33,725,15,29300,0
641,1900,1900,0.08,36,debt_consolidation,0.19,MORTGAGE,6000,735,12,18397,2
642,20000,19896.51,0.14,36,debt_consolidation,0.15,RENT,5166.67,710,8,12394,1
643,2400,2400,0.1,36,wedding,0.1,MORTGAGE,3166.67,675,6,2174,0
644,4500,4500,0.12,36,debt_consolidation,0.16,MORTGAGE,3333.33,675,15,11963,0
645,12000,12000,0.12,36,debt_consolidation,0.19,MORTGAGE,8750,710,10,32028,1
646,10000,8175.26,0.09,36,debt_consolidation,0.06,MORTGAGE,7500,730,16,18343,0
647,11575,11575,0.08,36,debt_consolidation,0.17,MORTGAGE,2833.33,730,8,5654,0
648,20000,20000,0.07,36,credit_card,0.22,MORTGAGE,8161.33,720,14,27904,1
649,6000,3475,0.15,36,debt_consolidation,0.1,RENT,6500,640,6,4103,0
650,2800,2800,0.1,36,debt_consolidation,0.2,RENT,3250,700,4,8717,0
651,6000,6000,0.14,36,credit_card,0.1,RENT,4250,680,6,5815,1
652,20000,14750,0.07,36,debt_consolidation,0.15,RENT,9208,735,10,20965,0
653,22000,22000,0.14,60,debt_consolidation,0.18,MORTGAGE,6083.33,720,9,20181,0
654,10000,10000,0.13,36,debt_consolidation,0.2,RENT,5416.67,675,9,8066,0
655,9450,9450,0.12,36,credit_card,0.12,MORTGAGE,4666.67,690,13,17639,2
656,10400,10325,0.08,36,debt_consolidation,0.13,MORTGAGE,6354,725,10,19656,3
657,15875,15818.07,0.15,60,debt_consolidation,0.22,RENT,3000,720,5,14289,2
658,18000,18000,0.12,60,other,0.15,MORTGAGE,8333.33,730,7,4038,0
659,8000,8000,0.09,36,other,0.03,RENT,5000,710,8,5540,0
660,12000,12000,0.14,36,moving,0.2,RENT,4166.67,760,8,14163,0
661,20000,12150,0.07,60,debt_consolidation,0.12,OWN,5000,795,9,7960,2
662,10000,10000,0.17,36,debt_consolidation,0.19,RENT,2916.67,660,9,7565,3
663,24500,23475,0.19,60,debt_consolidation,0.23,RENT,4497,680,13,18906,0
664,10000,10000,0.12,36,debt_consolidation,0.2,RENT,6250,695,17,16348,0
665,3600,3600,0.08,36,credit_card,0.26,MORTGAGE,4166.67,735,19,25,2
666,12000,12000,0.17,60,debt_consolidation,0.07,MORTGAGE,5445,670,8,4904,0
667,6950,6950,0.11,36,credit_card,0.21,OWN,4583.33,685,7,18814,0
668,8525,8525,0.1,36,debt_consolidation,0.26,MORTGAGE,4583.33,705,8,31398,0
669,5000,5000,0.14,36,credit_card,0.29,RENT,2750,690,14,5957,2
670,4800,4800,0.18,60,debt_consolidation,0.14,RENT,3750,695,13,16302,0
671,6000,6000,0.13,36,debt_consolidation,0.21,MORTGAGE,5000,665,11,4363,3
672,4000,4000,0.19,60,small_business,0.09,RENT,3700,680,19,2177,2
673,14000,14000,0.06,36,debt_consolidation,0.15,RENT,7500,745,12,16648,0
674,23500,23450,0.15,36,debt_consolidation,0.19,RENT,4000,685,7,20542,0
675,2500,2500,0.16,36,major_purchase,0.24,MORTGAGE,1500,665,10,2684,3
676,2000,2000,0.06,36,major_purchase,0.03,RENT,1600,745,9,736,0
677,24000,23925,0.16,60,credit_card,0.12,MORTGAGE,7800,675,11,20676,3
678,12800,12800,0.11,60,debt_consolidation,0.07,MORTGAGE,4166.67,725,7,11992,1
679,8000,8000,0.08,36,wedding,0.22,RENT,5166.67,725,5,0,0
680,3000,3000,0.1,36,credit_card,0.21,OWN,2333.33,710,10,3168,1
681,7000,7000,0.08,36,credit_card,0.01,RENT,12500,725,4,5093,0
682,18000,17975,0.13,36,credit_card,0.06,MORTGAGE,8333.33,690,13,14838,0
683,9000,5975,0.14,36,debt_consolidation,0.08,MORTGAGE,4167,670,7,19696,1
684,11000,11000,0.11,36,debt_consolidation,0.04,MORTGAGE,6666.67,695,11,4124,0
685,6000,6000,0.08,36,major_purchase,0.15,RENT,4416.67,720,10,2928,0
686,6500,6475,0.08,36,debt_consolidation,0.18,RENT,1500,785,5,2816,0
687,19500,19500,0.18,36,credit_card,0.1,RENT,10000,675,16,14957,1
688,16000,16000,0.17,60,major_purchase,0.19,RENT,7000,695,7,5231,1
689,18000,17950,0.14,60,debt_consolidation,0.14,MORTGAGE,12916.67,685,11,14890,2
690,30000,29975,0.23,60,debt_consolidation,0.17,MORTGAGE,7083.33,665,21,56145,1
691,10000,10000,0.14,36,debt_consolidation,0.06,RENT,8750,660,14,11394,0
692,16000,15900,0.16,60,debt_consolidation,0.13,MORTGAGE,5427.42,700,11,19407,1
693,35000,35000,0.18,36,debt_consolidation,0.12,MORTGAGE,13333.33,690,12,21393,1
694,8000,8000,0.14,36,wedding,0.1,RENT,7758.33,665,6,12110,1
695,14500,14500,0.13,36,debt_consolidation,0.28,MORTGAGE,5988.67,700,12,18020,2
696,12000,11925,0.11,36,other,0.19,RENT,5000,720,9,11779,0
697,4500,4500,0.13,36,car,0.01,RENT,11500,670,5,1847,1
698,16500,16350,0.12,36,debt_consolidation,0.17,RENT,4810.08,725,7,24351,1
699,10000,10000,0.1,36,debt_consolidation,0.14,MORTGAGE,3666.67,705,9,17161,0
700,35000,35000,0.19,60,credit_card,0.13,MORTGAGE,9166.67,690,7,26633,0
701,21000,6165.31,0.11,36,home_improvement,0.21,OWN,18333.33,745,31,270800,5
702,8400,6725,0.15,36,debt_consolidation,0.16,RENT,7083.33,640,7,14578,3
703,6000,6000,0.08,36,credit_card,0.09,OWN,1750,705,14,5056,0
704,12000,12000,0.19,36,debt_consolidation,0.15,OWN,4166.67,665,3,6309,0
705,12100,12100,0.17,36,small_business,0.11,MORTGAGE,6166.67,665,5,2081,0
706,25000,25000,0.14,36,home_improvement,0.05,MORTGAGE,6833.33,675,5,8811,0
707,16000,15925,0.06,36,debt_consolidation,0.14,MORTGAGE,7333.33,780,11,71838,1
708,27000,27000,0.18,36,home_improvement,0.22,MORTGAGE,8583.33,690,9,6658,1
709,12250,12250,0.19,36,debt_consolidation,0.17,OWN,2916.67,665,7,10523,0
710,10000,10000,0.18,36,debt_consolidation,0.23,RENT,2500,665,12,12938,2
711,9175,9175,0.14,36,credit_card,0.19,MORTGAGE,7083.33,675,8,25639,0
712,14075,14075,0.15,36,debt_consolidation,0.26,OWN,4000,680,13,11907,2
713,13100,13100,0.19,36,debt_consolidation,0.23,RENT,7968.75,660,19,19607,1
714,14675,14675,0.09,36,debt_consolidation,0.15,MORTGAGE,4000,715,6,12764,0
715,5000,4900,0.11,36,major_purchase,0.03,RENT,3200,710,6,2650,2
716,18000,18000,0.13,36,debt_consolidation,0.27,MORTGAGE,4166.67,670,11,16680,0
717,12000,12000,0.08,36,debt_consolidation,0.15,RENT,5666.67,775,7,12094,0
718,19400,19400,0.14,36,debt_consolidation,0.16,MORTGAGE,4583.33,680,12,12434,0
719,18000,18000,0.12,36,debt_consolidation,0.19,RENT,3333.33,665,15,26573,0
720,12000,12000,0.18,36,debt_consolidation,0.1,MORTGAGE,7500,665,11,15866,0
721,8000,8000,0.13,36,debt_consolidation,0.26,MORTGAGE,4166.67,675,15,11500,0
722,23750,23750,0.2,60,debt_consolidation,0.14,RENT,8333.33,710,12,10549,3
723,7500,7475,0.16,36,debt_consolidation,0.11,MORTGAGE,5000,695,8,8257,0
724,5500,5500,0.13,36,debt_consolidation,0.21,RENT,1666.67,680,7,5056,1
725,16950,16950,0.17,60,debt_consolidation,0.27,MORTGAGE,3583.33,710,7,12588,3
726,3000,2950,0.11,36,major_purchase,0.28,MORTGAGE,4333.33,715,6,6346,0
727,1600,1600,0.13,36,debt_consolidation,0.12,RENT,3200,670,5,1214,0
728,6000,6000,0.07,36,home_improvement,0.15,MORTGAGE,5833.33,715,12,7961,0
729,7350,7350,0.12,36,debt_consolidation,0.2,OWN,3355.05,695,19,11626,3
730,12825,12825,0.18,36,debt_consolidation,0.24,MORTGAGE,3416.67,670,15,8539,1
731,24000,23975,0.21,60,debt_consolidation,0.24,MORTGAGE,6500,685,17,36555,3
732,10000,10000,0.18,60,debt_consolidation,0.16,RENT,4104.67,695,5,7597,0
733,5500,5500,0.14,36,debt_consolidation,0.28,OWN,1541.67,675,5,10481,1
734,17500,17500,0.15,36,debt_consolidation,0.09,RENT,9519.75,695,9,31279,0
735,10000,10000,0.13,36,credit_card,0.19,MORTGAGE,7500,680,11,14426,1
736,20000,16275,0.06,36,debt_consolidation,0.12,MORTGAGE,8083.33,770,13,29813,1
737,11600,11600,0.07,36,debt_consolidation,0.09,RENT,5833.33,735,8,2671,1
738,12000,12000,0.14,60,debt_consolidation,0.13,RENT,4166.67,715,8,2316,1
739,13000,6770.1,0.11,36,small_business,0.14,MORTGAGE,7666.67,720,8,9551,0
740,8575,8550,0.17,36,debt_consolidation,0.1,RENT,2500,665,6,8807,2
741,6100,6100,0.14,36,credit_card,0.1,RENT,6666.67,685,10,5665,2
742,14000,14000,0.15,36,credit_card,0.14,MORTGAGE,5000,680,5,11249,2
743,10500,10500,0.14,36,debt_consolidation,0.2,MORTGAGE,5666.67,670,7,11301,0
744,19600,19525,0.21,60,small_business,0.1,RENT,4170,675,8,11669,0
745,15000,15000,0.16,36,credit_card,0.1,RENT,3333.33,670,11,10108,0
746,8000,8000,0.17,36,other,0.05,MORTGAGE,5833.33,725,11,12484,1
747,20000,20000,0.21,36,debt_consolidation,0.27,MORTGAGE,7750,660,15,26976,0
748,11000,10969.64,0.13,36,debt_consolidation,0.19,RENT,3500,700,6,6811,1
749,6000,5905.66,0.18,36,credit_card,0.07,RENT,4166.67,675,5,3433,1
750,12000,12000,0.11,36,debt_consolidation,0.03,MORTGAGE,10833.33,705,12,11941,0
751,17000,17000,0.13,36,debt_consolidation,0.17,RENT,5083.33,690,10,8890,0
752,6250,6250,0.08,36,debt_consolidation,0.08,RENT,1916.67,720,6,3295,0
753,27825,27825,0.24,60,debt_consolidation,0.13,RENT,6250,665,16,27093,1
754,30000,30000,0.15,36,debt_consolidation,0.15,RENT,8333.33,680,21,29060,1
755,4200,3969.9,0.14,36,home_improvement,0.05,MORTGAGE,1558.42,675,6,2255,1
756,3800,3800,0.22,36,small_business,0.08,RENT,4333.33,680,6,4843,2
757,2000,2000,0.15,36,moving,0.21,RENT,2766.67,670,5,2162,3
758,6000,6000,0.14,36,debt_consolidation,0.24,RENT,4000,680,12,24934,1
759,21000,21000,0.19,60,debt_consolidation,0.16,RENT,8416.67,685,8,8764,2
760,2500,2500,0.13,36,credit_card,0.06,RENT,5416.67,680,8,15373,0
761,2400,2400,0.17,36,other,0.17,RENT,2700,690,3,3418,1
762,13000,13000,0.11,36,credit_card,0.15,RENT,2166.67,720,4,11101,0
763,4800,4800,0.15,36,credit_card,0.14,RENT,5000,665,8,7391,0
764,17475,17475,0.1,36,credit_card,0.18,RENT,3333.33,730,15,17261,1
765,16450,16400,0.22,60,debt_consolidation,0.26,MORTGAGE,2833.33,670,23,12670,2
766,14000,14000,0.15,36,debt_consolidation,0.03,MORTGAGE,8750,680,6,9035,1
767,2500,2500,0.17,36,other,0.11,MORTGAGE,5833.33,665,8,14122,0
768,8000,8000,0.18,36,debt_consolidation,0.14,RENT,4166.67,660,10,9425,2
769,5000,5000,0.13,36,debt_consolidation,0.21,RENT,3108.33,705,8,0,0
770,15000,15000,0.13,36,debt_consolidation,0.13,RENT,9000,690,19,11016,0
771,25000,24814.89,0.13,60,wedding,0.04,MORTGAGE,22916.67,720,13,34069,0
772,3000,2975,0.09,36,debt_consolidation,0.32,RENT,1000,700,7,9730,0
773,6000,6000,0.08,36,credit_card,0.34,RENT,4116.67,705,16,33746,0
774,7800,7800,0.11,36,debt_consolidation,0.07,MORTGAGE,4000,720,6,11063,2
775,25000,25000,0.08,36,debt_consolidation,0.19,MORTGAGE,7083.33,710,17,47504,0
776,18500,3100,0.15,36,credit_card,0.05,RENT,7500,660,8,22379,0
777,12000,12000,0.13,60,home_improvement,0.17,MORTGAGE,9166.67,710,11,25165,0
778,5000,5000,0.16,36,debt_consolidation,0.05,MORTGAGE,2416.67,665,5,1620,0
779,2500,2500,0.11,60,other,0.02,OWN,3958,745,4,3417,0
780,16000,16000,0.16,60,debt_consolidation,0.06,MORTGAGE,5083.33,710,7,8729,1
781,25000,25000,0.15,60,debt_consolidation,0.04,RENT,5666.67,745,6,11079,0
782,2000,2000,0.17,36,other,0.12,RENT,3400,660,3,747,3
783,2200,2200,0.1,36,major_purchase,0.24,MORTGAGE,3400,730,6,1453,0
784,14000,13825,0.1,36,debt_consolidation,0.09,MORTGAGE,8333.33,730,8,40267,1
785,3000,3000,0.13,36,debt_consolidation,0.32,MORTGAGE,2583.33,670,13,6683,0
786,11425,11400,0.1,36,debt_consolidation,0.19,MORTGAGE,4750,730,9,6359,3
787,17325,17325,0.17,60,debt_consolidation,0.3,RENT,3750,705,13,31362,1
788,5425,5425,0.08,36,debt_consolidation,0.21,MORTGAGE,6333.33,730,21,25996,3
789,20000,20000,0.23,60,debt_consolidation,0.02,RENT,12500,665,5,5407,0
790,3300,3300,0.12,36,car,0.04,RENT,3730,700,7,3675,1
791,2000,2000,0.17,36,home_improvement,0.21,MORTGAGE,3750,670,10,1371,1
792,26500,26500,0.13,36,home_improvement,0.14,RENT,5833.33,745,8,64504,2
793,17975,17975,0.19,36,debt_consolidation,0.19,RENT,4833.33,670,10,17448,0
794,15000,14925.21,0.13,36,debt_consolidation,0.14,RENT,4458.33,700,15,7701,1
795,16400,16350,0.14,60,debt_consolidation,0.24,RENT,3500,725,11,16693,1
796,13500,13500,0.14,60,debt_consolidation,0.13,MORTGAGE,8833.33,700,11,18978,0
797,12000,12000,0.15,36,debt_consolidation,0.04,RENT,7083.33,670,7,6040,1
798,16750,16750,0.21,60,debt_consolidation,0.22,RENT,2833.33,665,12,7903,0
799,8000,8000,0.12,36,major_purchase,0.01,RENT,1125,745,2,707,0
800,10000,10000,0.1,36,debt_consolidation,0.14,MORTGAGE,5416.67,710,8,10560,0
801,10000,10000,0.15,36,debt_consolidation,0.11,RENT,7083,670,13,11890,0
802,5525,5525,0.14,36,credit_card,0.21,MORTGAGE,6620,720,8,37573,2
803,17200,17200,0.2,60,home_improvement,0.1,RENT,3666.67,705,4,2117,3
804,19600,19575,0.16,36,other,0.29,RENT,4166.67,680,17,22053,1
805,4000,4000,0.11,36,debt_consolidation,0.23,MORTGAGE,3833.33,715,9,0,0
806,13000,13000,0.13,36,debt_consolidation,0.11,RENT,5000,735,3,11090,1
807,8000,7850,0.1,36,house,0,RENT,4250,790,4,132,3
808,25000,5640.7,0.1,36,home_improvement,0.1,MORTGAGE,7916.67,755,23,16386,0
809,20000,19900,0.1,36,wedding,0.11,RENT,7083.33,750,14,18196,0
810,27575,27575,0.17,60,debt_consolidation,0.18,MORTGAGE,7833.33,680,20,28055,2
811,24000,24000,0.14,36,debt_consolidation,0.16,MORTGAGE,7500,670,5,2426,0
812,7000,7000,0.18,36,wedding,0.16,RENT,5000,660,11,13665,1
813,12000,11975,0.17,60,debt_consolidation,0.11,MORTGAGE,3500,685,6,26874,0
814,14000,14000,0.19,60,debt_consolidation,0.14,MORTGAGE,3616,670,9,13923,0
815,10000,9975,0.11,36,debt_consolidation,0.13,RENT,2500,725,8,14257,0
816,7750,7750,0.06,36,debt_consolidation,0.22,RENT,4766.67,780,14,4667,3
817,15000,11550,0.14,36,debt_consolidation,0.17,OWN,3333.33,690,8,10820,0
818,15000,14950,0.12,36,debt_consolidation,0.12,MORTGAGE,5000,705,9,3470,3
819,25000,25000,0.15,36,debt_consolidation,0.13,RENT,5416.67,685,10,22824,0
820,15000,14975,0.15,60,debt_consolidation,0.08,MORTGAGE,4407,720,8,15818,1
821,5000,5000,0.16,36,debt_consolidation,0.16,MORTGAGE,8750,660,12,19598,1
822,5000,5000,0.13,36,wedding,0.17,MORTGAGE,3250,665,18,4656,0
823,35000,35000,0.15,36,debt_consolidation,0.15,RENT,6666.67,680,22,33472,0
824,7500,6025,0.15,36,debt_consolidation,0.18,OWN,5000,675,11,16422,0
825,25000,15675,0.1,60,home_improvement,0.16,MORTGAGE,3333.33,765,6,22713,1
826,3800,3800,0.11,36,major_purchase,0.15,MORTGAGE,5416.67,700,11,9266,0
827,2800,2800,0.09,36,other,0.28,RENT,3250,700,13,22401,0
828,6250,6250,0.07,36,credit_card,0.24,MORTGAGE,2900,730,13,21536,0
829,18000,17994.46,0.1,36,debt_consolidation,0.12,MORTGAGE,3333.33,725,13,10416,2
830,6000,6000,0.17,36,debt_consolidation,0.29,RENT,2752.92,660,12,4569,2
831,20000,20000,0.14,36,debt_consolidation,0.35,MORTGAGE,4583.33,710,8,6510,1
832,8000,8000,0.11,36,debt_consolidation,0.24,RENT,2666.67,700,11,10128,0
833,12000,12000,0.07,36,home_improvement,0.05,MORTGAGE,9833.33,790,15,5584,2
834,24000,7100,0.11,60,home_improvement,0.12,OWN,5686.67,775,6,1726,2
835,3000,2925,0.11,36,debt_consolidation,0.09,RENT,4900,690,6,3996,1
836,5000,5000,0.07,36,major_purchase,0.09,MORTGAGE,3750,745,12,3998,0
837,21850,21800,0.14,60,debt_consolidation,0.18,RENT,3750,730,5,7102,0
838,21850,21850,0.23,60,medical,0.27,MORTGAGE,5833.33,675,21,29643,2
839,10000,7586.93,0.13,36,credit_card,0.14,MORTGAGE,6666.67,690,8,126402,2
840,15000,10150.07,0.16,36,other,0.03,OWN,2500,680,6,3004,2
841,9600,9600,0.07,36,other,0.1,RENT,6048,740,7,15700,0
842,25000,24975,0.21,36,credit_card,0.15,RENT,7301.58,670,18,21675,0
843,25000,14401.65,0.11,60,home_improvement,0.05,MORTGAGE,3333.33,780,9,3367,3
844,30000,29950,0.08,36,home_improvement,0,RENT,13416.67,810,9,2174,3
845,20000,20000,0.17,60,debt_consolidation,0.07,OWN,4000,700,6,5845,0
846,14825,14825,0.14,36,small_business,0.1,RENT,2500,695,8,8073,1
847,8000,8000,0.17,36,debt_consolidation,0.02,MORTGAGE,6000,670,5,5032,2
848,20000,20000,0.12,36,debt_consolidation,0.15,MORTGAGE,10416.67,720,12,26179,2
849,7000,7000,0.08,36,medical,0.21,OWN,2300,765,4,0,0
850,20000,19900,0.11,36,debt_consolidation,0.13,MORTGAGE,2416.67,760,5,6011,0
851,5000,4500,0.11,36,major_purchase,0,RENT,3166.67,680,5,4254,5
852,17625,17600,0.13,36,credit_card,0.15,RENT,3333.33,675,6,20266,0
853,7150,7150,0.13,36,debt_consolidation,0.12,RENT,3666.67,685,11,10561,1
854,25000,24775,0.1,36,debt_consolidation,0.01,RENT,8533.33,720,9,28038,0
855,15000,15000,0.14,36,debt_consolidation,0.33,RENT,4500,675,20,13369,0
856,9000,9000,0.07,36,debt_consolidation,0.14,RENT,4166.67,765,5,7853,0
857,17600,17600,0.16,36,debt_consolidation,0.17,MORTGAGE,7500,665,16,14555,0
858,10000,10000,0.13,36,debt_consolidation,0.14,RENT,2500,690,6,10481,1
859,11200,11000,0.15,60,home_improvement,0.16,MORTGAGE,6750,675,15,19051,0
860,13225,13225,0.15,36,debt_consolidation,0.27,RENT,5833.33,680,11,18569,1
861,4000,4000,0.11,36,other,0.34,MORTGAGE,3333.33,700,12,12922,0
862,12000,11975,0.11,36,credit_card,0.09,MORTGAGE,12083.33,720,7,43299,2
863,35000,35000,0.19,36,debt_consolidation,0.21,MORTGAGE,13750,735,38,99549,2
864,25000,17250,0.15,36,debt_consolidation,0.25,RENT,8750,705,11,20798,1
865,9000,9000,0.06,36,debt_consolidation,0.12,MORTGAGE,5000,750,13,5224,0
866,18225,18225,0.12,36,debt_consolidation,0.21,MORTGAGE,4850,700,7,37592,0
867,4750,4750,0.15,36,small_business,0.03,OWN,866.67,660,6,740,0
868,14400,14400,0.07,36,home_improvement,0.07,MORTGAGE,12500,770,6,1280,0
869,30000,30000,0.24,60,debt_consolidation,0.14,RENT,6928.13,660,6,28665,1
870,13475,13475,0.12,36,credit_card,0.19,MORTGAGE,2250,715,3,11674,0
871,10000,10000,0.19,36,other,0.18,MORTGAGE,3750,675,10,7034,1
872,12000,12000,0.07,36,credit_card,0.09,MORTGAGE,5833.33,740,9,12028,0
873,6000,6000,0.17,60,debt_consolidation,0.18,RENT,3083,695,3,1181,0
874,9500,6500,0.07,36,credit_card,0.14,MORTGAGE,7500,725,13,100233,0
875,12000,11875,0.1,60,credit_card,0.17,MORTGAGE,3791.67,780,10,59495,1
876,5000,5000,0.09,36,credit_card,0.16,MORTGAGE,6666.67,705,10,12307,0
877,3600,3600,0.09,36,debt_consolidation,0.03,RENT,1558.33,745,4,1594,0
878,27000,26993.89,0.14,60,home_improvement,0.18,OWN,4833.33,735,18,12588,1
879,10000,10000,0.14,36,debt_consolidation,0.11,RENT,7500,665,6,7778,0
880,5450,5450,0.13,36,medical,0.26,RENT,3500,670,9,7619,0
881,16000,13613.86,0.15,60,debt_consolidation,0.15,MORTGAGE,3006.44,700,10,11011,0
882,9750,9750,0.17,36,debt_consolidation,0.22,RENT,2817.5,670,12,6324,1
883,30000,30000,0.08,36,major_purchase,0.01,OWN,10416.67,785,6,740,0
884,14000,13975,0.12,36,other,0.03,MORTGAGE,6250,705,14,7085,1
885,8500,8500,0.07,36,debt_consolidation,0.05,MORTGAGE,4166.67,740,8,7114,0
886,14400,14400,0.08,36,wedding,0.18,RENT,13100,745,11,14550,0
887,8000,8000,0.07,36,debt_consolidation,0.02,RENT,3750,765,6,3381,0
888,12000,12000,0.13,36,debt_consolidation,0.06,RENT,13166.67,680,8,8426,0
889,10400,10350,0.13,36,debt_consolidation,0.08,OWN,6166.67,695,10,14193,0
890,21000,21000,0.19,60,home_improvement,0.11,MORTGAGE,10250,695,12,38820,0
891,6000,5925,0.12,36,debt_consolidation,0.03,RENT,6333.33,705,13,7269,0
892,10800,10800,0.14,60,car,0.01,RENT,7500,730,4,1577,0
893,2100,2100,0.14,36,major_purchase,0.04,OWN,1000,690,13,893,1
894,4000,4000,0.06,36,other,0.15,MORTGAGE,6583.33,770,6,63294,0
895,3500,3500,0.08,36,debt_consolidation,0.21,RENT,4333.33,725,9,11538,0
896,24250,23811.24,0.13,36,home_improvement,0.13,OWN,18750,725,10,121563,1
897,19000,19000,0.14,60,credit_card,0.16,MORTGAGE,5000,715,8,20918,0
898,10500,10477.85,0.15,36,credit_card,0.14,RENT,3083.33,670,8,14726,0
899,2500,2500,0.18,36,debt_consolidation,0.22,MORTGAGE,3916.67,670,7,14892,2
900,16000,16000,0.15,36,debt_consolidation,0.09,RENT,5416.67,690,9,15518,0
901,3000,1300,0.14,36,debt_consolidation,0.19,RENT,1000,665,12,2545,4
902,10000,10000,0.05,36,credit_card,0.1,MORTGAGE,7500,780,11,11532,0
903,7100,7100,0.14,36,credit_card,0.19,RENT,4166.67,685,13,6788,2
904,12500,12425,0.09,36,home_improvement,0.12,MORTGAGE,4166.67,780,7,1052,0
905,1700,1700,0.14,36,car,0.21,OWN,1200,675,10,7382,0
906,4000,4000,0.11,36,debt_consolidation,0.12,MORTGAGE,6666.67,670,7,7153,0
907,18225,18225,0.18,36,debt_consolidation,0.23,RENT,3083.33,675,6,17128,1
908,30000,30000,0.16,60,major_purchase,0.2,RENT,13666.67,735,14,39059,1
909,10000,10000,0.07,36,home_improvement,0.17,RENT,6916.67,730,6,10302,0
910,6000,6000,0.08,36,credit_card,0.03,RENT,7500,720,5,6394,0
911,6000,6000,0.12,36,major_purchase,0.07,MORTGAGE,5000,675,6,14045,0
912,6000,6000,0.16,36,debt_consolidation,0.2,OWN,1666.67,675,7,5291,0
913,7000,7000,0.18,36,debt_consolidation,0.18,RENT,4750,665,11,12307,1
914,10000,10000,0.15,36,credit_card,0.1,OWN,4166.67,670,11,11551,0
915,3250,3250,0.13,36,debt_consolidation,0.21,MORTGAGE,5000,675,12,20564,0
916,30000,29950,0.2,60,debt_consolidation,0.22,RENT,10416.67,685,11,61661,1
917,21000,21000,0.11,36,small_business,0.17,MORTGAGE,18750,700,13,120538,0
918,11000,11000,0.08,36,debt_consolidation,0.12,OWN,7666.67,735,6,12461,1
919,5500,5400,0.07,36,credit_card,0.2,MORTGAGE,3916.67,750,15,10254,1
920,15000,15000,0.08,36,debt_consolidation,0.06,RENT,2916.67,770,13,14290,1
921,20000,17890.7,0.2,60,debt_consolidation,0.17,MORTGAGE,7916.67,670,17,39621,1
922,7200,6250,0.08,36,debt_consolidation,0.17,MORTGAGE,5100,760,4,9366,4
923,4000,4000,0.19,60,debt_consolidation,0.19,RENT,4000,675,9,16543,2
924,20000,20000,0.09,36,debt_consolidation,0.11,MORTGAGE,7083.33,730,13,28324,2
925,15000,15000,0.12,36,credit_card,0.19,RENT,5000,705,18,13830,0
926,8000,7825,0.12,36,credit_card,0.08,RENT,5417,730,5,43799,2
927,15000,14900,0.2,60,credit_card,0.17,MORTGAGE,5833.33,660,14,8587,2
928,8000,8000,0.11,36,debt_consolidation,0.12,RENT,7000,685,7,4729,1
929,20675,20675,0.14,36,credit_card,0.23,MORTGAGE,4333.33,710,12,8393,1
930,30000,30000,0.15,60,credit_card,0.17,MORTGAGE,8500,695,10,33770,0
931,12000,11875,0.08,36,debt_consolidation,0.13,MORTGAGE,5416.67,740,8,9993,2
932,5000,5000,0.1,36,wedding,0.21,RENT,5316.67,695,7,23818,0
933,4750,4750,0.09,36,home_improvement,0.01,OWN,2833.33,760,2,767,0
934,6500,6500,0.12,36,credit_card,0.25,OWN,3500,680,7,6948,0
935,21600,20550,0.11,36,major_purchase,0.09,MORTGAGE,9000,720,16,43362,0
936,1900,1900,0.13,36,home_improvement,0.23,MORTGAGE,2860,670,9,24209,2
937,6000,6000,0.08,36,house,0.07,RENT,10416.67,710,9,20592,0
938,8500,8500,0.08,36,credit_card,0.14,RENT,4333.33,720,11,15284,0
939,9250,9250,0.12,36,debt_consolidation,0.29,MORTGAGE,3333.33,685,10,5440,0
940,1875,1875,0.13,36,credit_card,0.19,RENT,1200,675,8,5342,2
941,2500,2450,0.13,36,educational,0.04,MORTGAGE,1930.75,675,4,1548,3
942,10000,10000,0.13,36,car,0.06,RENT,4583,690,6,2432,1
943,25000,25000,0.15,60,debt_consolidation,0.18,MORTGAGE,8917,730,10,22566,1
944,5000,5000,0.14,60,debt_consolidation,0.11,MORTGAGE,3083,710,5,1073,2
945,6000,5996.63,0.14,60,major_purchase,0.21,MORTGAGE,2700,695,10,10932,2
946,10000,10000,0.14,36,debt_consolidation,0.12,RENT,2541.67,680,4,13667,0
947,5375,5325,0.07,36,debt_consolidation,0.21,RENT,3000,730,7,5640,0
948,19000,18898.03,0.16,60,debt_consolidation,0.22,RENT,4333.33,700,5,23016,1
949,5500,5500,0.12,36,credit_card,0.18,RENT,3583.33,695,8,5668,3
950,10000,10000,0.11,36,debt_consolidation,0.18,RENT,5833.33,700,10,16894,0
951,8800,8800,0.13,60,major_purchase,0.03,MORTGAGE,2500,740,3,607,0
952,9500,9475,0.16,60,credit_card,0.25,RENT,6000,705,6,14621,2
953,12000,9294.21,0.06,36,debt_consolidation,0.09,MORTGAGE,6700,765,20,11686,0
954,16500,16500,0.12,36,credit_card,0.11,MORTGAGE,7250,725,8,17247,2
